NAME;Verkehr;lng;lat
Schney;RV;11.073623;50.166202
Schoden-Ockfen;RV;6.58097;49.636377
Hesseneck Schöllenbach;nur DPN;9.067457;49.565924
Schonungen;RV;10.304913;50.049204
Schönewörde;nur DPN;10.634899;52.628178
Schöngeising;RV;11.192051;48.14737
Schönmünzach;RV;8.369354;48.605345
Schönwald(Oberfr);nur DPN;12.096647;50.199055
Schöppenstedt;RV;10.772047;52.140692
Schötmar;nur DPN;8.754951;52.069935
Schondorf(Bay);nur DPN;11.089847;48.052848
Schongau;nur DPN;10.902459;47.812327
München Heimeranplatz;RV;11.5315;48.132961
Schopfheim;RV;7.822674;47.64797
Schopfloch(b Freudenstadt);RV;8.547754;48.453711
Schopp;RV;7.687317;49.358867
Schorndorf;FV;9.52631;48.80715
Schopfheim West;RV;7.801715;47.645541
Schopfheim-Schlattholz;RV;7.8333;47.6539
Schrezheim;RV;10.11788;48.951125
Schrobenhausen;nur DPN;11.259237;48.565267
Schrozberg;RV;9.974904;49.346916
Schülldorf;RV;9.747804;54.298863
Schüttorf;nur DPN;7.22061;52.31684
Schwabach;RV;11.035351;49.326195
Schwabach-Limbach;RV;11.0445803;49.3382141
Schwabhausen(b Dachau);RV;11.364758;48.300517
Schwabmünchen;RV;10.768291;48.178688
Schwabsberg;RV;10.138893;48.92519
Schwäbisch Hall;RV;9.733359;49.10821
Schwaig;RV;11.200442;49.471494
Schwaigern(Württ);RV;9.05644;49.138366
Schwaikheim;RV;9.354943;48.86834
Schwalbach(Taunus)Limes;RV;8.52797;50.154354
Schwalbach(Taunus)Nord;RV;8.534777;50.15986
Schwarmstedt;nur DPN;9.624754;52.67888
Schwarzenbach(b Pressath);nur DPN;11.992901;49.724702
Schwarzenbach(Saale);RV;11.935887;50.220374
Schwarzenbek;RV;10.4847819;53.5038323
Schwarzenfeld(Opf);nur DPN;12.130637;49.392751
Schweich(DB);FV;6.740335;49.831062
Schweinfurt Mitte;RV;10.228786;50.040173
Schweinfurt Stadt;RV;10.244297;50.046808
Schweinsdorf;RV;10.226984;49.4005991
Schwelm West;RV;7.269619;51.285646
Schwenningen(Bay);nur DPN;10.642895;48.65646
Schwenningen(Neckar);RV;8.535862;48.05977
Schwetzingen;RV;8.578679;49.383434
Schwindegg;RV;12.249699;48.273193
Schwörstadt;RV;7.870328;47.591019
Sechshelden;nur DPN;8.252661;50.748892
Sechtem;nur DPN;6.957454;50.795711
Seebrugg;RV;8.191115;47.803516
Seefeld-Hechendorf;RV;11.19873;48.04137
Seeg;nur DPN;10.613981;47.655267
Seeleiten-Berggeist;RV;11.16583;47.670984
Seelze;RV;9.594314;52.391675
Seeshaupt;RV;11.28703;47.822783
Sehlem(Kr Wittlich);RV;6.823421;49.906959
Sehnde;RV;9.962528;52.318075
Seiboldsdorf;RV;12.636777;47.857159
Selb Nord;nur DPN;12.134605;50.178915
Selb Stadt;nur DPN;12.126305;50.174216
Selb-Plößberg;nur DPN;12.119884;50.188948
Selbitz;nur DPN;11.748405;50.316476
Seligenstadt(Hess);nur DPN;8.967472;50.04146
Seligenstadt(b Würzburg);RV;10.102454;49.85426
Selm;RV;7.453406;51.706644
Selm-Beifang;RV;7.454609;51.693672
Senden;RV;10.050502;48.324016
Sennelager;nur DPN;8.713704;51.77024
Sennestadt;nur DPN;8.567477;51.940582
Sennfeld;RV;9.380518;49.378762
Serrig;RV;6.569981;49.577132
Sersheim;RV;9.018508;48.958916
Seubersdorf;RV;11.628123;49.167648
Seulberg;RV;8.646005;50.241906
Seulbitz;RV;11.868771;50.20982
Seybothenreuth;nur DPN;11.705542;49.894417
Siebeldingen-Birkweiler;RV;8.042565;49.20927
Siedlinghausen;RV;8.473835;51.257761
Siegburg/Bonn;FV;7.203026;50.793915
Siegelsdorf;RV;10.875519;49.50635
Siegsdorf;RV;12.646006;47.821827
Singen Landesgartenschau;RV;8.827046;47.760737
Sierksdorf;FV;10.769108;54.068523
Siersburg;RV;6.665362;49.361696
Siglingen;RV;9.305336;49.297435
Sigmaringendorf;RV;9.260935;48.068901
Silbach;RV;8.481124;51.22367
Simmelsdorf-Hüttenbach;RV;11.341671;49.598459
Simtshausen;RV;8.704856;50.936918
Sindelfingen;RV;8.999075;48.703891
Sindorf;RV;6.681106;50.903707
Singlis;RV;9.323773;51.058605
Sinn;RV;8.324932;50.649827
Sinsheim(Elsenz) Hbf;RV;8.8751;49.250353
Sinzig(Rhein);RV;7.258279;50.546982
Sinzing;nur DPN;12.037653;48.990796
Sipplingen;RV;9.095524;47.795587
Bad Sobernheim;nur DPN;7.649816;49.78285
Söllingen(b Karlsr);RV;8.543543;48.987754
Sörup;RV;9.669912;54.716662
Sinzheim;RV;8.158429;48.75988
Sinzheim Nord;RV;8.169792;48.770819
Solingen-Schaberg;nur DPN;7.128182;51.163206
Solms;nur DPN;8.406693;50.545585
Solnhofen;RV;10.993983;48.891987
Soltau Nord;nur DPN;9.861013;53.001364
Solingen Grünewald;nur DPN;7.079004;51.163899
Solingen Mitte;nur DPN;7.088716;51.16574
Sondern;nur DPN;7.842578;51.073085
Sondernach;RV;9.618849;48.36696
Sondernheim;RV;8.360272;49.194981
Sontheim(Schwab);RV;10.346939;48.0118096
Sontheim-Brenz;RV;10.284863;48.559324
Sonthofen;FV;10.272344;47.513241
Sontra;nur DPN;9.930934;51.072153
Sottrum;nur DPN;9.25003;53.101242
Soyen;RV;12.209744;48.108085
Spaichingen;FV;8.740147;48.068987
Spaichingen Mitte;nur DPN;8.730425;48.078502
Spay;RV;7.645473;50.255544
Speele;RV;9.563559;51.377458
Speicher;RV;6.615911;49.929184
Speikern;RV;11.336992;49.528639
Speyer Nord-West;RV;8.419263;49.333592
Speyer Hbf;RV;8.427949;49.324119
Spich;RV;7.114916;50.826727
Münster-Sprakel;nur DPN;7.619982;52.041513
Dreieich-Sprendlingen;RV;8.68874;50.015201
Sprendlingen(Rheinhess);RV;7.981795;49.858947
Springe;RV;9.556238;52.21515
St Alban;nur DPN;11.105359;47.964133
Sprötze;nur DPN;9.812245;53.309429
St Georgen(Schwarzw);FV;8.341955;48.123813
St Goar;RV;7.714587;50.150155
St Goarshausen;nur DPN;7.714246;50.156035
St Ilgen-Sandhausen;RV;8.668715;49.341268
St Ingbert;RV;7.110814;49.274763
St Koloman;RV;11.882965;48.243747
St Mang;RV;10.325539;47.708899
St Michaelisdonn;RV;9.118006;53.98962
St Ottilien;nur DPN;11.04839;48.094544
St Thomas;RV;6.601076;50.069788
St Wendel;RV;7.165293;49.466952
Stadtallendorf;FV;9.015278;50.825432
Stadthagen;nur DPN;9.189426;52.332837
Hamburg Stadthausbrücke;RV;9.984804;53.549465
Stadtprozelten;RV;9.410979;49.783595
Staffel;nur DPN;8.04595;50.39953
Bad Staffelstein;RV;10.994239;50.108258
Iffeldorf;RV;11.329019;47.782064
Stambach;RV;7.456623;49.239171
Stammbach;RV;11.704894;50.154633
Starnberg Nord;RV;11.347386;48.005975
Starnberg;RV;11.34367;47.995963
Staudernheim;nur DPN;7.693103;49.780582
Stederdorf(Kr Uelzen);RV;10.592702;52.907428
Stegenwaldhaus;nur DPN;11.796809;50.31626
Stein(Traun);RV;12.546124;47.985354
Steinach(Baden);RV;8.056469;48.298992
Steinalben;RV;7.651484;49.316247
Steinau(Straße);RV;9.443162;50.314349
Steinbach am Wald;RV;11.382922;50.441648
Steinebach;RV;11.206812;48.061184
Steinefrenz;nur DPN;7.938888;50.44842
Steinen;RV;7.741561;47.641604
Steinhagen(Westf) Bielef. Str.;nur DPN;8.436453;52.011416
Steinfeld(Oldb);nur DPN;8.198151;52.592797
Steinhagen(Westf);nur DPN;8.420787;52.017419
Steinheim(Main);RV;8.906852;50.121369
Steinheim(Westf);RV;9.088447;51.868177
Steinhöring;RV;12.031284;48.083487
Steinfurt-Grottenkamp;RV;7.375921;52.123249
Steinweiler;RV;8.130696;49.120844
Steinsfurt;RV;8.907978;49.235822
Steinwenden;RV;7.524785;49.454175
Stelle;nur DPN;10.109023;53.387699
Sterbfritz;RV;9.625417;50.312868
Sterzhausen;RV;8.708698;50.861554
Stetten(Donau);nur DPN;8.872354;48.022814
Stetten am Heuchelberg;RV;9.014726;49.136913
Stetten(Schwab);RV;10.43604;48.027663
Stetten-Beinstein;RV;9.35245;48.811924
Stift Keppel-Allenbach;nur DPN;8.09223;50.977961
Stockau;nur DPN;11.666718;49.919576
Stockdorf;RV;11.400845;48.093258
Stockhausen(Lahn);nur DPN;8.325365;50.540536
Stockheim(Oberfr);RV;11.282133;50.306822
Stockstadt(Main);nur DPN;9.063369;49.976627
Stockstadt(Rhein);RV;8.47244;49.809433
Stolberg-Altstadt;RV;6.230538;50.764259
Stolberg-Rathaus;RV;6.229845;50.768554
Stolberg-Schneidmühle;RV;6.219012;50.784904
Stolberg-Mühlener Bahnhof;RV;6.223898;50.773589
Stommeln;RV;6.752466;51.018092
Storzingen;RV;9.127085;48.134881
Euskirchen-Stotzheim;RV;6.8110621;50.6341994
Straß-Moos;nur DPN;11.050315;48.711321
Straßberg-Winterlingen;RV;9.087718;48.178747
Straßkirchen;nur DPN;12.720746;48.833615
Strullendorf;RV;10.96167;49.84555
Struthütten;nur DPN;7.973309;50.78144
Stubben;nur DPN;8.780519;53.405793
Stühlingen;RV;8.451368;47.74703
Stuttgart Nord;RV;9.188026;48.803769
Stuttgart Flughafen/Messe;RV;9.19263;48.690648
Stuttgart-Bad Cannstatt;RV;9.217531;48.801377
Stuttgart-Feuerbach;RV;9.169382;48.813673
Stuttgart-Obertürkheim;RV;9.267889;48.762013
Stuttgart-Rohr;RV;9.108328;48.717902
Stuttgart-Sommerrain;RV;9.248327;48.81527
Stuttgart-Untertürkheim;RV;9.250569;48.779751
Stuttgart-Vaihingen;RV;9.113226;48.726279
Stuttgart-Zuffenhausen;RV;9.166739;48.829415
Stuttgart-Österfeld;RV;9.116774;48.737651
Suderburg;nur DPN;10.43279;52.904892
Suchsdorf;RV;10.091264;54.349605
Süderbrarup;RV;9.770907;54.637409
Süderdeich;nur DPN;8.911247;54.198185
Hamburg-Sülldorf;RV;9.797519;53.581122
Sülzbach;RV;9.340458;49.14855
Sünching;nur DPN;12.356769;48.884159
Suerhop;nur DPN;9.855154;53.315903
Süderlügum;nur DPN;8.889327;54.870997
Süßen;RV;9.76028;48.683641
Sulz(Neckar);FV;8.636748;48.366485
Sülzbach Schule;RV;9.351457;49.145063
Sulzbach(Inn);RV;13.382017;48.454689
Sulzbach(Main);RV;9.146531;49.917973
Sulzbach(Murr);RV;9.500409;48.999461
Sulzbach(Saar);RV;7.055062;49.299561
Sulzbach(Saar)Altenwald;RV;7.078876;49.312078
Sulzbach(Taunus);nur DPN;8.527989;50.129833
Sulzbach(Taunus)Nord;RV;8.518195;50.139399
Sulzbach-Rosenberg;RV;11.739277;49.499478
Sulzbach-Rosenberg Hütte;RV;11.775299;49.489036
Sulzberg;RV;10.363935;47.675214
Sulzfeld(Baden);RV;8.852544;49.108173
Syke;RV;8.809786;52.91616
Sylbach;nur DPN;8.765529;52.026884
Sythen;RV;7.226526;51.77176
Taben;RV;6.60081983;49.5526606
Tacherting;RV;12.567336;48.078747
Tamm(Württ);RV;9.125828;48.921605
Tannheim(Württ);RV;10.09692;47.994955
Tapfheim;nur DPN;10.694078;48.679208
Tarp;RV;9.398599;54.664815
Tating;RV;8.709512;54.322847
Tauberbischofsheim;RV;9.658294;49.623632
Tauberfeld;RV;11.275691;48.819238
Taufkirchen;RV;11.609252;48.051552
Teisendorf;nur DPN;12.834452;47.849397
Telgte;nur DPN;7.780876;51.981193
Temmels;RV;6.462523;49.688479
Teningen-Mundingen;RV;7.824408;48.128777
Teisnach Rohde&Schwarz;nur DPN;12.991538;49.02939
Thaleischweiler-Fröschen;RV;7.578141;49.261374
Thalfingen(b Ulm);RV;10.047853;48.432982
Thann-Matzbach;RV;12.04746;48.26651
Thansüß;RV;11.937845;49.622265
Thayngen;RV;8.7043;47.745502
Theisbergstegen;RV;7.448373;49.518978
Thesdorf;RV;9.813837;53.644372
Thüngersheim;RV;9.840298;49.877985
Thür;RV;7.27708;50.358808
Tiebensee;nur DPN;9.019229;54.219487
Hamburg-Tiefstack;RV;10.065591;53.531225
Tiengen(Hochrhein);RV;8.272003;47.635471
Traunstein Klinikum;RV;12.633438;47.874557
Timmendorferstrand;FV;10.76227;53.994212
Titisee;RV;8.155069;47.903402
Töging(Inn);RV;12.59487;48.259015
Tönning;RV;8.937601;54.314139
Tornesch;nur DPN;9.71497;53.697313
Tostedt;nur DPN;9.732013;53.272046
Traben-Trarbach;nur DPN;7.120722;49.951565
Trabitz;nur DPN;11.894621;49.801467
Trais-Horloff;nur DPN;8.910969;50.45059
Trasadingen;RV;8.436804;47.665238
Traundorf;RV;12.639879;47.838373
Traunreut;RV;12.589768;47.965068
Trebgast;RV;11.5522903;50.0653281
Trechtingshausen;RV;7.852359;50.009042
Triangel;nur DPN;10.57824;52.509506
Triberg;FV;8.236806;48.140004
Triefenried;nur DPN;13.052686;48.969669
Trier Süd;RV;6.63668633;49.7446305
Triesdorf;RV;10.679144;49.200919
Trochtelfingen(b Bopfingen);RV;10.401823;48.838365
Trompet;nur DPN;6.669107;51.413489
Trossingen Bahnhof;RV;8.585154;48.087664
Trostberg;RV;12.555646;48.024737
Tübingen West;RV;9.038249;48.520045
Tübingen-Derendingen;nur DPN;9.05059;48.503486
Tübingen-Lustnau;RV;9.094876;48.524048
Türkenfeld;RV;11.077277;48.104725
Tüßling;RV;12.588701;48.212319
Tulling;RV;12.060049;48.082865
Tuttlingen Schulen;nur DPN;8.801166;47.987335
Tutzing;FV;11.27289;47.907142
Twiste;RV;8.964011;51.33626
Twistringen;RV;8.644832;52.79188
Ubbedissen;nur DPN;8.637579;51.988447
Ubstadt-Weiher;RV;8.623335;49.167021
Übach-Palenberg;RV;6.097265;50.924336
Überlingen Therme;RV;9.145642;47.769269
Übersee;FV;12.487338;47.822047
Überlingen;RV;9.162853;47.769101
Überlingen-Nußdorf;RV;9.188144;47.754859
Ürzig(DB);RV;7.004806;49.995933
Tuttlingen Gänsäcker;nur DPN;8.781233;47.964663
Uffenheim;RV;10.242887;49.551264
Uffing a Staffelsee;RV;11.158954;47.72015
Uhingen;RV;9.585528;48.708605
Uhlerborn;nur DPN;8.142584;50.010673
Ulm Ost;RV;9.994631;48.407159
Ulm-Donautal;RV;9.940355;48.36634
Ulm-Söflingen;RV;9.958849;48.402726
Umrathshausen Ort;RV;12.326966;47.805741
Unadingen;nur DPN;8.397886;47.881166
Undorf;RV;11.939138;49.02714
Unfriedsdorf;nur DPN;11.752578;50.199537
Ungedanken;RV;9.218971;51.124656
Unkel;RV;7.219678;50.602992
Unna-Königsborn;RV;7.687808;51.55328
Unnau-Korb;nur DPN;7.888829;50.654168
Unterammergau;RV;11.030051;47.617464
Unterasbach;RV;10.98539;49.416691
Unteraschau;RV;12.697808;47.922956
Böbingen(Rems);RV;9.912807;48.822439
Unterelchingen;RV;10.100191;48.452989
Unterföhring;RV;11.646772;48.19031
Untergriesheim;RV;9.222779;49.265104
Untergrombach;RV;8.54829;49.087651
Unterhaching;RV;11.612359;48.064962
Unterhausen(Bay);nur DPN;11.100288;48.716773
Unterheckenhofen;RV;11.056154;49.213517
Unterkochen;RV;10.126493;48.815008
Unterlüß;nur DPN;10.299906;52.834315
Unterjesingen Mitte;RV;8.981736;48.524681
Unterjesingen Sandäcker;RV;8.988261;48.523306
Germering-Unterpfaffenhofen;RV;11.364023;48.12887
Unterreichenbach;RV;8.711284;48.826858
Untersteinach(Bayr);nur DPN;11.689862;49.968884
Untersteinach(b Stadtsteinach);RV;11.528122;50.129846
Sulzbachtal;RV;7.663654;49.522537
Uphusum;nur DPN;8.862821;54.838594
Bad Urach Ermstalklinik;RV;9.386901;48.494155
Bad Urach;RV;9.396483;48.491244
Urbach(b Schorndorf);RV;9.573734;48.804956
Rödermark-Urberach;RV;8.798159;49.975137
Urft;RV;6.580173;50.512369
Urmitz;RV;7.509072;50.402613
Urmitz Rheinbrücke;RV;7.52799511;50.4184173
Urschalling;RV;12.33869;47.835815
Urspring;RV;9.894569;48.550144
Uslar;RV;9.65524;51.654481
Usseln;RV;8.67014;51.280542
Utting;nur DPN;11.093969;48.022741
Vach;RV;10.986146;49.517572
Vaihingen(Enz);FV;8.957632;48.948118
Vallendar;RV;7.609821;50.399645
Varel(Oldb);nur DPN;8.150187;53.399098
Vastorf;nur DPN;10.555558;53.199049
Vaterstetten;RV;11.76438;48.104109
Vechelde;nur DPN;10.35976;52.257212
Vechta;nur DPN;8.280367;52.728904
Hamburg-Veddel;RV;10.013313;53.521703
Velbert Rosenhügel;RV;7.101725;51.300124
Veitshöchheim;RV;9.876196;49.831432
Velden(b Hersbruck);RV;11.518333;49.610808
Vellmar-Osterberg/EKZ;RV;9.460796;51.35426
Verden(Aller);FV;9.237855;52.920818
Vettweiß;nur DPN;6.602616;50.743072
Frankenberg-Viermünden;RV;8.83307;51.100937
Villmar;nur DPN;8.186885;50.39562
Vilsbiburg;RV;12.3475;48.447384
Vilseck;RV;11.801058;49.615629
Vilshofen(Niederbay);RV;13.190867;48.629551
Hannover-Vinnhorst;RV;9.707729;52.424043
Visselhövede;nur DPN;9.566642;52.980059
Vlotho;nur DPN;8.86419;52.1718
Vöhl-Thalitter;RV;8.895033;51.217442
Vöhringen;RV;10.083628;48.279088
Vöhrum;nur DPN;10.167325;52.335731
Voerde(Niederrhein);RV;6.688813;51.597541
Vogelweh;RV;7.706011;49.438535
Vohburg;nur DPN;11.60735;48.739125
Voldagsen;nur DPN;9.582677;52.101681
Volkmarsen;RV;9.117226;51.407567
Volkringhausen;RV;7.872214;51.359889
Volpriehausen;RV;9.737822;51.660967
Vorhop;nur DPN;10.656384;52.64804
Vormwald;nur DPN;8.143094;50.980421
Vormwald Dorf;nur DPN;8.127215;50.989929
Vorra(Pegnitz);RV;11.4932942;49.5626732
Wachenheim(Pfalz);RV;8.191152;49.4393
Wachenheim-Mölsheim;RV;8.168439;49.635362
Wächterhof;RV;11.712731;48.033567
Wächtersbach;RV;9.295828;50.253958
Waffenbrunn;nur DPN;12.675032;49.261541
Wackershofen;RV;9.697115;49.137249
Waggonfabrik;nur DPN;8.235108;50.014915
Waghäusel;RV;8.508313;49.248186
Waging;RV;12.727085;47.931617
Wahlbach(Kr Siegen);nur DPN;8.053783;50.758416
Wahrenholz;nur DPN;10.606954;52.608002
Wallhausen(Württ);RV;10.063117;49.209151
Waigolshausen;RV;10.116027;49.967293
Wakendorf;nur DPN;10.365956;53.866266
Waldenburg(Württ);RV;9.658699;49.202537
Waldershof;nur DPN;12.057267;49.98272
Waldfischbach;RV;7.652035;49.288555
Waldhausen(b Schorndorf);RV;9.637927;48.789185
Waldkirch;nur DPN;7.957245;48.095691
Waldkirchen(Niederbay.);nur DPN;13.60658;48.737164
Waldmünchen;nur DPN;12.696007;49.377886
Waldkraiburg-Kraiburg;RV;12.408022;48.202953
Waldshut;RV;8.219526;47.621368
Walhausen(Saar);RV;7.129374;49.5588
Walheim(Württ);RV;9.152118;49.010941
Walkenried;RV;10.608814;51.584876
Walldorf(Hess);RV;8.580811;50.001339
Walldürn;RV;9.367542;49.578023
Wallersdorf;RV;12.743464;48.740644
Wallertheim;RV;8.049458;49.832648
Walleshausen;nur DPN;10.980995;48.150218
Hebertshausen;RV;11.455487;48.291106
Walpertskirchen;RV;11.970421;48.260872
Walporzheim;RV;7.07847834;50.5325118
Walsrode;nur DPN;9.600906;52.864855
Essen-Horst;RV;7.102741;51.431214
Hamburg-Tonndorf;RV;10.12305;53.586385
Hamburg Wandsbeker Chaussee;RV;10.059975;53.569734
Wangen(Allgäu);RV;9.830573;47.689227
Wannweil;RV;9.150449;48.512315
Warendorf;nur DPN;7.984464;51.950091
Warendorf-Einen-Müssingen;nur DPN;7.894774;51.9614
Warngau;nur DPN;11.709472;47.83357
Warthausen;RV;9.801661;48.129915
Wasbek;nur DPN;9.898016;54.075581
Wasenweiler;nur DPN;7.686813;48.046587
Wasseralfingen;RV;10.103645;48.858615
Wasserburg(Bodensee);RV;9.639064;47.571903
Wasserburg(Günz);RV;10.269707;48.438377
Wasserburg(Inn)Bf;RV;12.18523;48.061563
Wasserliesch;RV;6.537216;49.708467
Wasserzell(b Eichstätt);nur DPN;11.16797;48.875347
Wattenscheid;RV;7.139521;51.473214
Wattenscheid-Höntrop;RV;7.153535;51.459894
Watzenborn-Steinberg;nur DPN;8.723435;50.5455
Weckesheim;nur DPN;8.843673;50.359559
Weddel(Braunschw);RV;10.623494;52.269118
Wedel(Holst);RV;9.705161;53.581995
Weeze;nur DPN;6.197976;51.624294
Wega;RV;9.175551;51.128192
Wegberg;nur DPN;6.281289;51.145179
Wehr(Mosel);RV;6.376822;49.586464
Weibhausen;RV;12.692476;47.898573
Weichering;nur DPN;11.330409;48.720645
Weickersgrüben;nur DPN;9.782546;50.107067
Weidenbach;RV;12.347317;48.254124
Weidenberg;nur DPN;11.723267;49.943612
Weidenthal;RV;7.994912;49.417494
Weiding;RV;12.776995;49.255722
Weiherhammer;RV;12.061829;49.631253
Weiherhof;RV;10.928488;49.459926
Weilimdorf;RV;9.094328;48.82208
Weikersheim;RV;9.905718;49.478463
Wüsting;nur DPN;8.337248;53.118123
Weil der Stadt;RV;8.872806;48.755483
Weil am Rhein;FV;7.608419;47.593973
Weil am Rhein Ost;nur DPN;7.63478;47.590629
Weilbach(Unterfr);RV;9.213165;49.668683
Weiler(Rems);RV;9.501991;48.800301
Weilbach(Unterallg);RV;10.429623;48.125996
Weilerswist;RV;6.845078;50.750293
Weilheim(Württ);nur DPN;8.775956;48.025106
Ahnatal-Weimar;RV;9.391588;51.363629
Weingarten(Baden);RV;8.521224;49.059101
Weinsberg;RV;9.287024;49.147997
Weinsberg West;RV;9.273139;49.151162
Weisenbach;RV;8.355263;48.727532
Weisenheim(Sand);RV;8.249874;49.513931
Rodgau-Weiskirchen;RV;8.877828;50.052573
Weinsberg/Ellhofen Gewerbegebiet;RV;9.305552;49.148758
Weißenau;RV;9.594383;47.765975
Weißenburg(Bay);RV;10.96539;49.029673
Weißenhorn;RV;10.153157;48.305795
Weißenohe;RV;11.249367;49.6292892
Weißenthurm;RV;7.450988;50.421177
OberurselWeißkirchen/Steinbach;RV;8.586918;50.173246
Weißenhorn-Eschach;RV;10.135093;48.300999
Weiterstadt;nur DPN;8.579385;49.909706
Weizern-Hopferau;nur DPN;10.62046;47.614593
Welgesheim-Zotzenheim;RV;7.956653;49.878575
Welkers;nur DPN;9.722538;50.480996
Wellen(Mosel);RV;6.441322;49.67266
Wellendorf;nur DPN;8.140157;52.181173
Hamburg-Wellingsbüttel;RV;10.082825;53.641327
Welschen Ennest;nur DPN;8.00361;51.04197
Welschingen-Neuhausen;RV;8.769216;47.83403
Welver;nur DPN;7.956653;51.616253
Wendisch Evern;nur DPN;10.462781;53.217641
Wendlingen(Neckar);RV;9.373011;48.672961
Wennigsen(Deister);RV;9.572167;52.279628
Werdohl;nur DPN;7.757544;51.259485
Werdorf;RV;8.417191;50.59289
Werl;nur DPN;7.914136;51.558073
Wernau(Neckar);RV;9.413898;48.694247
Wernberg;nur DPN;12.146226;49.538931
Werne a d Lippe;nur DPN;7.622934;51.66925
Wernfeld;RV;9.725529;50.026065
Wertach-Haslach;RV;10.4602504;47.6289151
Wertheim-Bestenheid;RV;9.499932;49.786182
Wesel Feldmark;nur DPN;6.616308;51.676658
Wesselburen;nur DPN;8.932718;54.207179
Wesseln;nur DPN;10.034206;52.081543
Weßling(Oberbay);RV;11.251768;48.077374
Westbarthausen;nur DPN;8.232642;52.096975
Westbevern;nur DPN;7.743702;52.030984
Westendorf;RV;10.84337;48.571845
Westerham;nur DPN;11.828482;47.903892
Westerhausen;nur DPN;8.278625;52.236324
Westerland(Sylt);FV;8.310925;54.906839
Westerstetten;RV;9.949281;48.520195
Westhausen;RV;10.183653;48.881409
Westheim(Schwab);RV;10.818233;48.385991
Westheim(Westf);RV;8.910255;51.494589
Westheim-Langendorf;nur DPN;9.932748;50.125775
Westönnen;nur DPN;7.960952;51.557529
Wetter(Hessen);RV;8.729147;50.903715
Wetter(Ruhr);nur DPN;7.385915;51.386413
Wickede(Ruhr);RV;7.869713;51.493201
Wicklesgreuth;RV;10.71145;49.310689
Wickrath;RV;6.411505;51.13277
Wiebelskirchen;RV;7.175665;49.371135
Schwalmstadt-Wiera;RV;9.136421;50.881937
Wieren;RV;10.655847;52.892588
Wiesau(Oberpf);nur DPN;12.191288;49.911013
Wiesbaden Ost;RV;8.256293;50.041412
Wiesbaden-Erbenheim;nur DPN;8.295044;50.054411
Wiesbaden-Igstadt;nur DPN;8.325635;50.08258
Wiesbaden-Schierstein;nur DPN;8.194603;50.04759
Wiesenfeld;RV;8.749376;51.007519
Wiesenfeld(b Coburg);nur DPN;10.911754;50.301555
Wieslensdorf;RV;9.422118;49.149785
Wiesental;RV;8.50239;49.225458
Wiesenthau;nur DPN;11.1271977;49.7136512
Wiesloch-Walldorf;FV;8.664146;49.291353
Tittmoning-Wiesmühl;RV;12.744898;48.023909
Wiesmühl(Alz);RV;12.564312;48.105999
Wiesthal;RV;9.441051;50.016833
Wilchingen-Hallau;RV;8.46386;47.679448
Bad Wildbad Bf;RV;8.551089;48.755718
Wildberg(Württ);RV;8.742947;48.62528
Wildeshausen;nur DPN;8.431422;52.89782
Wilferdingen-Singen;RV;8.572415;48.953862
Wilgartswiesen;RV;7.883823;49.209434
Wilhelmshaven Hbf;nur DPN;8.114901;53.518795
Wilhelmshütte(Lahn);RV;8.550882;50.868143
Wilhermsdorf;RV;10.7252419;49.4833981
Willebadessen;nur DPN;9.011652;51.621757
Willingen;RV;8.603635;51.293342
Willmenrod;nur DPN;7.985758;50.539329
Willmering;nur DPN;12.670073;49.246573
Willsbach;RV;9.358868;49.142422
Wilsenroth;nur DPN;8.032791;50.531112
Wilster;RV;9.383456;53.926228
Wiltingen(Saar);RV;6.590462;49.662641
Wincheringen;RV;6.40684247;49.6087425
Nidderau-Windecken;RV;8.876069;50.225056
Windelsbleiche;nur DPN;8.531378;51.957007
Winden(Pfalz);RV;8.122479;49.095452
Windischeschenbach;nur DPN;12.16517;49.794747
Windsbach;RV;10.825716;49.249694
Wingst;nur DPN;9.098158;53.745047
Winkelhaid;RV;11.301035;49.392946
Winnenden;RV;9.39229;48.879583
Winningen(Mosel);RV;7.523208;50.315424
Winninghausen;RV;9.436305;52.323325
Winnweiler;RV;7.855955;49.570548
Winsen(Luhe);nur DPN;10.207691;53.353839
Winterbach(b Schorndorf);RV;9.480994;48.798432
Winterberg(Westf);RV;8.532408;51.198585
Winterhausen;RV;10.0118816;49.7083751
Wintermoor;nur DPN;9.828536;53.186138
Witzighausen;RV;10.097804;48.317443
Wirges;nur DPN;7.78521;50.468396
Wirtheim;RV;9.258929;50.225784
Wissen(Sieg);RV;7.739814;50.782871
Wissingen;nur DPN;8.205047;52.258211
Wittbräucke;RV;7.44591;51.420173
Mannheim Handelshafen;RV;8.453917;49.492623
Mannheim-Luzenberg;RV;8.477775;49.517201
Witten-Annen Nord;RV;7.375337;51.44784
Mannheim-Neckarstadt;RV;8.459566;49.503633
Stuttgart Universität;RV;9.105398;48.745837
Essen-Holthausen;RV;7.072649;51.417711
Alfter-Witterschlick;RV;7.026083;50.689698
Wittighausen;RV;9.846243;49.618406
Witzenhausen Nord;RV;9.863079;51.351556
Witzwort;RV;8.998558;54.386097
Darmstadt-Wixhausen;RV;8.64805073;49.9308662
Wölfersheim-Södel;nur DPN;8.81622;50.397335
Wörth(Rhein) Zügelstraße;RV;8.262363;49.052992
Wörnitzstein;RV;10.714478;48.731977
Wörrstadt;nur DPN;8.114712;49.846251
